,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
374,Tyrese Maxey,PG,23,PHI,48,48,37.2,8.9,19.8,.447,3.1,8.1,.380,5.8,11.8,.494,.525,4.8,5.6,.852,0.5,3.1,3.6,6.4,1.0,0.5,1.6,2.2,25.6
375,Skylar Mays,PG-SG,26,TOT,28,5,14.6,2.1,5.5,.390,0.6,1.9,.296,1.6,3.6,.440,.442,0.5,0.6,.765,0.4,1.1,1.5,3.0,0.6,0.1,0.7,0.9,5.3
376,Skylar Mays,PG,26,POR,21,5,17.0,2.5,6.6,.384,0.7,2.3,.286,1.9,4.2,.438,.435,0.6,0.8,.765,0.4,1.3,1.8,3.6,0.7,0.1,0.9,1.0,6.3
377,Skylar Mays,SG,26,LAL,7,0,7.7,1.0,2.3,.438,0.3,0.7,.400,0.7,1.6,.455,.500,0.0,0.0,,0.1,0.4,0.6,1.1,0.4,0.1,0.1,0.6,2.3
378,Miles McBride,PG,23,NYK,41,3,12.0,2.1,4.8,.447,1.1,2.7,.411,1.0,2.1,.494,.563,0.4,0.5,.818,0.2,0.7,0.9,1.0,0.5,0.1,0.4,1.1,5.9
379,CJ McCollum,PG,32,NOP,40,40,32.0,6.8,14.8,.459,3.4,8.0,.424,3.4,6.8,.502,.574,1.9,2.4,.787,0.6,3.8,4.3,4.6,1.1,0.8,1.7,2.2,18.9
380,T.J. McConnell,PG,31,IND,44,4,17.4,3.7,6.8,.540,0.1,0.4,.158,3.6,6.4,.566,.545,0.8,1.1,.766,0.5,2.1,2.6,5.5,1.0,0.1,1.5,1.1,8.3
381,Jaden McDaniels,SF,23,MIN,43,42,28.8,4.4,8.7,.513,1.3,3.4,.367,3.2,5.2,.609,.586,0.6,0.8,.771,0.7,1.9,2.6,1.3,0.9,0.5,1.3,3.1,10.8
382,Jalen McDaniels,SF,26,TOR,33,0,8.9,1.1,3.2,.333,0.3,1.6,.208,0.7,1.6,.462,.386,0.4,0.6,.700,0.3,1.0,1.3,0.5,0.3,0.1,0.5,0.9,2.9
383,Doug McDermott,SF,32,TOT,48,0,14.9,2.0,4.6,.432,1.6,3.7,.427,0.4,0.9,.452,.605,0.2,0.4,.588,0.2,0.8,1.0,1.2,0.2,0.0,0.5,1.0,5.8
384,Doug McDermott,SF,32,SAS,46,0,15.2,2.1,4.7,.442,1.7,3.8,.439,0.4,0.9,.452,.619,0.2,0.4,.588,0.2,0.9,1.0,1.2,0.2,0.0,0.5,1.0,6.0
385,Doug McDermott,SF,32,IND,2,0,7.5,0.0,2.5,.000,0.0,2.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0
386,JaVale McGee,C,36,SAC,39,0,7.9,1.9,3.0,.629,0.0,0.1,.000,1.9,2.9,.652,.629,0.6,1.1,.581,0.9,1.9,2.9,0.4,0.2,0.5,0.8,1.1,4.4
387,Bryce McGowens,SG,21,CHO,42,13,16.7,2.0,4.3,.459,0.7,2.0,.357,1.3,2.3,.546,.541,1.0,1.4,.754,0.4,1.5,1.9,1.0,0.4,0.1,0.6,1.5,5.7
388,Jordan McLaughlin,PG,27,MIN,31,0,9.1,1.0,2.4,.405,0.5,1.4,.405,0.4,1.0,.406,.520,0.1,0.3,.500,0.3,0.7,1.1,1.7,0.7,0.2,0.4,0.5,2.6
389,De'Anthony Melton,SG,25,PHI,33,33,29.1,3.9,9.9,.393,2.1,5.8,.363,1.8,4.1,.437,.500,1.9,2.3,.827,0.8,3.2,4.0,3.2,1.6,0.5,1.2,2.4,11.8
390,Nathan Mensah,C,25,CHO,25,0,12.3,0.5,1.1,.429,0.0,0.0,,0.5,1.1,.429,.429,0.4,0.5,.750,1.2,1.4,2.6,0.4,0.2,0.6,0.6,2.6,1.3
391,Sam Merrill,SG,27,CLE,37,0,15.6,2.7,6.2,.439,2.4,5.3,.442,0.4,0.8,.419,.629,0.3,0.3,.909,0.4,1.4,1.8,1.5,0.4,0.0,0.3,1.2,8.0
392,Chimezie Metu,C,26,PHO,37,5,12.1,1.8,3.5,.508,0.4,1.4,.294,1.4,2.1,.646,.565,1.0,1.2,.884,0.6,2.3,3.0,0.5,0.5,0.2,0.7,1.1,5.0
393,Vasilije Micić,PG,30,TOT,32,0,12.8,1.4,3.3,.430,0.4,1.5,.265,1.0,1.8,.569,.491,0.4,0.6,.737,0.1,0.8,0.9,2.8,0.3,0.1,1.1,0.8,3.7
394,Vasilije Micić,PG,30,OKC,30,0,12.0,1.2,3.0,.407,0.4,1.5,.244,0.9,1.5,.565,.467,0.5,0.6,.737,0.0,0.8,0.8,2.5,0.3,0.1,1.0,0.7,3.3
395,Vasilije Micić,PG,30,CHO,2,0,23.5,4.5,8.0,.563,1.0,2.0,.500,3.5,6.0,.583,.625,0.0,0.0,,0.5,1.5,2.0,6.5,0.0,0.0,2.5,2.0,10.0
396,Khris Middleton,SF,32,MIL,43,43,26.3,5.6,11.6,.487,1.7,4.5,.378,3.9,7.1,.556,.560,1.8,2.2,.832,0.6,3.7,4.3,5.0,0.9,0.3,2.1,2.4,14.8
397,Brandon Miller,SF,21,CHO,47,41,31.3,6.1,13.8,.445,2.3,6.0,.384,3.9,7.9,.491,.528,1.8,2.2,.827,0.8,3.2,4.0,2.3,0.8,0.5,1.6,2.6,16.4
398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Jordan Miller,SF,24,LAC,5,0,4.2,0.8,1.2,.667,0.2,0.2,1.000,0.6,1.0,.600,.750,0.4,0.4,1.000,0.4,0.4,0.8,0.0,0.0,0.0,0.2,0.4,2.2
400,Leonard Miller,SF,20,MIN,6,0,3.5,1.2,1.7,.700,0.2,0.5,.333,1.0,1.2,.857,.750,0.0,0.0,,0.2,1.5,1.7,0.2,0.2,0.2,0.2,0.5,2.5
401,Dariq Whitehead,SF,19,BRK,2,0,12.0,0.5,2.5,.200,0.0,1.5,.000,0.5,1.0,.500,.200,0.5,1.0,.500,0.0,2.0,2.0,1.5,0.0,0.5,0.0,0.0,1.5
402,Patty Mills,PG,35,ATL,19,0,10.6,1.0,2.7,.373,0.7,1.8,.382,0.3,0.9,.353,.500,0.0,0.0,,0.3,0.8,1.1,0.7,0.5,0.1,0.4,0.9,2.7
403,Shake Milton,SG,27,TOT,39,0,12.9,1.7,4.2,.400,0.4,1.4,.259,1.3,2.8,.468,.442,0.9,1.1,.818,0.2,1.2,1.4,1.3,0.4,0.1,0.7,1.2,4.7
404,Shake Milton,SG,27,MIN,38,0,12.9,1.7,4.2,.400,0.4,1.4,.264,1.3,2.8,.467,.444,0.9,1.2,.818,0.2,1.2,1.3,1.3,0.4,0.1,0.7,1.2,4.7
405,Shake Milton,SG,27,DET,1,0,12.0,2.0,5.0,.400,0.0,1.0,.000,2.0,4.0,.500,.400,0.0,0.0,,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,4.0
406,Justin Minaya,SF,24,POR,16,0,8.8,0.4,1.4,.273,0.2,0.9,.214,0.2,0.5,.375,.341,0.2,0.4,.500,0.5,0.6,1.1,0.4,0.3,0.3,0.3,0.6,1.1
407,Josh Minott,SF,21,MIN,17,0,3.1,0.6,1.2,.476,0.1,0.4,.167,0.5,0.9,.600,.500,0.6,0.7,.833,0.2,0.2,0.4,0.2,0.1,0.2,0.1,0.4,1.8
408,Davion Mitchell,PG,25,SAC,42,3,13.2,1.5,3.7,.403,0.5,1.8,.299,0.9,1.8,.506,.477,0.4,0.5,.783,0.2,0.9,1.1,1.8,0.2,0.0,0.6,1.2,3.9
409,Donovan Mitchell,SG,27,CLE,43,43,35.4,9.9,20.9,.475,3.3,9.2,.363,6.6,11.7,.563,.555,5.2,6.0,.862,1.0,4.4,5.4,6.3,1.9,0.5,2.8,2.1,28.3
410,Evan Mobley,PF,22,CLE,29,29,31.2,6.7,11.4,.583,0.3,0.8,.391,6.3,10.6,.597,.597,2.2,2.9,.765,2.4,7.9,10.2,2.9,0.8,1.5,2.0,2.9,15.9
411,Isaiah Mobley,PF,24,CLE,3,0,4.7,0.7,1.3,.500,0.3,0.7,.500,0.3,0.7,.500,.625,0.0,0.0,,0.0,0.7,0.7,1.3,0.3,0.0,0.3,0.7,1.7
412,Malik Monk,SG,25,SAC,51,0,25.6,5.3,11.7,.451,2.3,6.1,.385,2.9,5.6,.521,.550,2.3,2.8,.807,0.4,2.4,2.7,5.3,0.6,0.6,2.1,2.0,15.2
413,Moses Moody,SG,21,GSW,38,4,17.6,3.0,6.5,.463,1.1,3.1,.347,1.9,3.4,.570,.547,1.2,1.5,.789,1.1,1.9,3.0,0.8,0.7,0.4,0.7,1.3,8.3
414,Xavier Moon,SG,29,LAC,2,0,6.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.0,1.0,1.0,1.5,0.0,0.0,0.5,0.5,1.0
415,Taze Moore,SG,25,POR,3,0,3.3,1.0,1.7,.600,0.0,0.7,.000,1.0,1.0,1.000,.600,0.0,0.0,,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.7,2.0
416,Wendell Moore Jr.,SG,22,MIN,14,0,3.1,0.4,0.7,.500,0.0,0.3,.000,0.4,0.4,.833,.500,0.0,0.0,,0.0,0.4,0.4,0.1,0.4,0.1,0.2,0.3,0.7
417,Ja Morant,PG,24,MEM,9,9,35.3,8.9,18.9,.471,1.6,5.7,.275,7.3,13.2,.555,.512,5.8,7.1,.813,0.7,4.9,5.6,8.1,0.8,0.6,3.0,2.1,25.1
418,Marcus Morris,PF,34,PHI,37,7,17.2,2.4,5.5,.439,1.0,2.4,.400,1.5,3.1,.470,.527,0.8,1.0,.861,0.5,2.5,2.9,0.7,0.4,0.3,0.5,1.6,6.7
419,Markieff Morris,PF,34,DAL,17,1,9.2,0.9,2.9,.327,0.6,1.8,.333,0.4,1.1,.316,.429,0.2,0.2,.750,0.2,1.5,1.8,0.6,0.3,0.1,0.5,0.6,2.6
420,Monte Morris,PG,28,TOT,7,0,12.3,2.0,5.4,.368,0.4,2.1,.200,1.6,3.3,.478,.408,0.1,0.3,.500,0.3,1.7,2.0,1.4,0.3,0.3,0.3,0.3,4.6
421,Monte Morris,PG,28,DET,6,0,11.3,2.0,5.5,.364,0.3,1.8,.182,1.7,3.7,.455,.394,0.2,0.3,.500,0.3,1.7,2.0,1.3,0.2,0.2,0.3,0.2,4.5
422,Monte Morris,PG,28,MIN,1,0,18.0,2.0,5.0,.400,1.0,4.0,.250,1.0,1.0,1.000,.500,0.0,0.0,,0.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,5.0
423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Trey Murphy III,SF,23,NOP,29,6,25.6,4.3,9.8,.439,2.5,6.9,.362,1.8,3.0,.616,.565,1.6,2.0,.793,0.5,3.2,3.7,1.6,0.7,0.4,0.5,1.2,12.7
425,Dejounte Murray,SG,27,ATL,51,51,35.1,8.2,17.7,.465,2.3,6.3,.369,5.9,11.4,.518,.530,2.8,3.4,.828,0.7,4.4,5.1,5.4,1.3,0.3,2.3,1.8,21.6
426,Jamal Murray,PG,26,DEN,40,40,31.5,7.7,16.5,.468,2.4,5.9,.411,5.3,10.6,.500,.542,2.7,3.2,.849,0.7,3.3,3.9,6.5,0.8,0.7,2.0,1.9,20.5
427,Keegan Murray,SF,23,SAC,48,48,32.4,5.8,12.4,.464,2.3,6.4,.357,3.5,6.1,.575,.555,1.4,1.7,.802,1.3,4.0,5.3,1.7,1.1,0.6,0.8,2.6,15.2
428,Kris Murray,SF,23,POR,32,1,13.5,1.4,3.5,.407,0.6,1.8,.321,0.9,1.8,.491,.487,0.3,0.4,.667,0.7,1.3,1.9,0.7,0.8,0.2,0.5,0.8,3.7
429,Mike Muscala,C,32,TOT,35,6,14.0,1.3,3.6,.373,0.8,2.3,.338,0.6,1.3,.435,.480,0.5,0.6,.727,0.9,2.0,2.9,0.9,0.2,0.3,0.5,1.2,3.9
430,Mike Muscala,C,32,WAS,24,2,14.1,1.4,3.8,.367,0.6,2.1,.275,0.8,1.6,.487,.444,0.6,0.8,.750,0.9,2.2,3.1,0.9,0.2,0.3,0.7,1.3,4.0
431,Mike Muscala,C,32,DET,11,4,13.8,1.3,3.3,.389,1.2,2.6,.448,0.1,0.6,.143,.569,0.1,0.2,.500,0.7,1.6,2.4,0.7,0.1,0.5,0.2,1.1,3.8
432,Svi Mykhailiuk,SF,26,BOS,22,0,7.6,1.0,2.9,.333,0.7,2.4,.308,0.2,0.5,.455,.460,0.1,0.3,.500,0.2,0.7,0.9,0.5,0.3,0.0,0.3,0.5,2.8
433,Larry Nance Jr.,C,31,NOP,36,0,18.6,2.1,3.8,.570,0.5,1.2,.452,1.6,2.6,.624,.641,0.7,0.9,.735,1.3,3.8,5.1,1.5,1.0,0.4,0.7,1.4,5.5
434,Pete Nance,PF,23,CLE,2,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,Andrew Nembhard,PG,24,IND,41,20,22.6,3.8,7.7,.489,0.7,2.2,.333,3.0,5.5,.551,.537,0.7,0.9,.800,0.6,1.2,1.8,4.6,0.9,0.1,1.7,2.0,8.9
436,Aaron Nesmith,SF,24,IND,50,25,27.3,4.6,8.9,.524,2.1,4.6,.457,2.5,4.2,.597,.643,1.3,1.9,.702,1.0,3.0,3.9,1.4,1.1,0.6,1.0,3.4,12.7
437,Georges Niang,PF,30,CLE,52,1,21.7,3.3,7.7,.430,1.7,4.8,.355,1.6,2.9,.553,.540,0.6,0.7,.868,0.3,3.3,3.7,1.2,0.2,0.2,0.7,2.3,8.9
438,Daishen Nix,PG,21,MIN,8,0,3.3,0.8,1.8,.429,0.5,1.1,.444,0.3,0.6,.400,.571,0.0,0.3,.000,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,2.0
439,Zeke Nnaji,PF,23,DEN,39,0,9.6,1.2,2.6,.437,0.1,0.5,.278,1.0,2.2,.471,.461,0.7,1.1,.651,1.1,1.0,2.2,0.6,0.3,0.5,0.6,1.5,3.2
440,Jaylen Nowell,SG,24,MEM,9,1,17.3,2.4,6.1,.400,0.4,2.6,.174,2.0,3.6,.563,.436,0.3,0.3,1.000,0.3,1.2,1.6,1.8,0.3,0.0,0.6,1.4,5.7
441,Markquis Nowell,SG,24,TOR,1,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,2.0,2.0,1.000,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
442,Frank Ntilikina,PG,25,CHO,5,0,8.6,0.2,1.8,.111,0.2,1.6,.125,0.0,0.2,.000,.167,0.4,0.4,1.000,0.2,1.0,1.2,0.8,0.0,0.0,0.2,0.8,1.0
443,Jusuf Nurkić,C,29,PHO,50,50,27.4,4.6,9.0,.517,0.4,1.7,.250,4.2,7.3,.578,.540,2.2,3.2,.689,2.6,7.6,10.2,3.7,1.0,1.0,2.1,3.4,11.9
444,Jordan Nwora,SF,25,TOT,27,0,11.2,2.1,4.7,.444,0.7,2.1,.345,1.3,2.5,.529,.524,0.9,1.0,.857,0.5,1.5,2.0,1.1,0.4,0.1,0.7,1.1,5.8
445,Jordan Nwora,SF,25,IND,18,0,10.2,2.1,4.6,.451,0.6,2.0,.306,1.4,2.6,.565,.518,0.5,0.6,.818,0.4,1.4,1.8,1.0,0.3,0.1,0.7,1.1,5.2
446,Jordan Nwora,SF,25,TOR,9,0,13.2,2.1,4.9,.432,1.0,2.4,.409,1.1,2.4,.455,.534,1.7,1.9,.882,0.6,1.7,2.2,1.4,0.6,0.2,0.8,1.3,6.9
447,Royce O'Neale,SF,30,TOT,50,6,24.3,2.5,6.6,.387,2.0,5.3,.367,0.6,1.2,.475,.537,0.3,0.4,.682,0.8,3.7,4.5,2.8,0.7,0.6,1.0,2.4,7.3
448,Royce O'Neale,SF,30,BRK,49,6,24.5,2.6,6.6,.388,2.0,5.4,.366,0.6,1.2,.483,.537,0.3,0.4,.682,0.8,3.7,4.5,2.8,0.7,0.6,1.0,2.4,7.4
449,Royce O'Neale,SF,30,PHO,1,0,11.0,1.0,3.0,.333,1.0,2.0,.500,0.0,1.0,.000,.500,0.0,0.0,,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0
450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Chuma Okeke,SF,25,ORL,31,8,12.1,1.2,3.2,.378,0.7,2.3,.310,0.5,0.9,.556,.490,0.1,0.2,.400,0.6,1.7,2.3,0.5,0.2,0.2,0.4,0.6,3.2
452,Josh Okogie,SG,25,PHO,47,11,17.6,1.6,3.7,.426,0.5,1.7,.288,1.1,2.0,.542,.491,1.4,1.9,.719,1.3,1.5,2.8,1.1,0.9,0.4,0.5,1.3,5.0
453,Onyeka Okongwu,C,23,ATL,53,8,25.8,4.0,6.6,.610,0.4,1.2,.338,3.6,5.4,.671,.641,1.7,2.2,.800,2.7,4.3,7.0,1.3,0.4,1.1,0.8,3.0,10.2
454,Isaac Okoro,SF,23,CLE,43,24,26.2,3.2,6.4,.491,1.0,2.5,.385,2.2,3.9,.560,.567,1.5,2.2,.684,1.2,2.0,3.2,1.9,0.9,0.5,0.8,2.0,8.8
455,Kelly Olynyk,C,32,TOT,52,8,20.4,3.0,5.3,.558,0.7,1.7,.422,2.3,3.6,.622,.626,1.7,1.9,.851,1.3,3.8,5.1,4.3,0.8,0.3,1.6,2.6,8.3
456,Kelly Olynyk,C,32,UTA,50,8,20.4,2.9,5.2,.562,0.7,1.7,.429,2.2,3.5,.626,.632,1.6,1.9,.842,1.3,3.8,5.1,4.4,0.7,0.2,1.6,2.6,8.1
457,Kelly Olynyk,C,32,TOR,2,0,21.5,5.0,10.0,.500,1.0,3.0,.333,4.0,7.0,.571,.550,3.0,3.0,1.000,2.0,3.5,5.5,2.5,3.0,0.5,1.5,1.5,14.0
458,Eugene Omoruyi,SF,26,WAS,23,0,7.3,1.8,3.5,.506,0.3,1.0,.273,1.5,2.6,.593,.543,1.0,1.3,.759,1.0,1.3,2.2,0.8,0.7,0.0,0.6,1.3,4.8
459,Cedi Osman,SF,28,SAS,54,1,18.0,2.7,5.6,.475,1.2,3.2,.379,1.5,2.4,.603,.584,0.6,0.9,.680,0.4,2.2,2.6,1.7,0.5,0.2,0.7,1.5,7.2
460,Kelly Oubre Jr.,SF,28,PHI,41,30,28.9,5.3,11.4,.464,1.5,4.6,.326,3.8,6.8,.556,.529,2.1,2.9,.739,1.2,3.3,4.5,1.1,1.1,0.6,0.8,2.8,14.2
461,Chris Paul,PG,38,GSW,32,11,27.6,3.3,7.7,.424,1.3,3.7,.361,1.9,3.9,.484,.512,1.1,1.3,.833,0.3,3.5,3.8,7.2,1.1,0.1,1.2,1.8,8.9
462,Cameron Payne,PG,29,TOT,50,3,15.7,2.3,5.1,.449,1.1,2.9,.390,1.2,2.2,.527,.561,0.9,1.1,.849,0.2,1.2,1.4,2.5,0.5,0.1,0.7,1.5,6.6
463,Cameron Payne,PG,29,MIL,47,2,14.9,2.1,4.7,.455,1.1,2.8,.397,1.0,1.9,.538,.572,0.8,0.9,.841,0.1,1.2,1.3,2.3,0.5,0.1,0.7,1.6,6.2
464,Cameron Payne,PG,29,PHI,3,1,27.0,4.7,11.3,.412,1.7,5.0,.333,3.0,6.3,.474,.485,2.7,3.0,.889,1.0,1.0,2.0,5.3,0.7,0.3,1.0,1.3,13.7
465,Gary Payton II,SG,31,GSW,18,0,16.2,2.5,4.9,.511,0.6,1.9,.324,1.9,3.0,.630,.574,0.4,0.6,.727,1.1,1.9,3.0,0.9,1.0,0.3,0.6,1.8,6.1
466,Drew Peterson,PF,24,BOS,1,0,3.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
467,Filip Petrušev,C,23,TOT,3,0,3.3,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.3,0.7,.500,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.0
468,Filip Petrušev,C,23,PHI,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
469,Filip Petrušev,C,23,SAC,2,0,3.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.5,1.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5
470,Julian Phillips,SF,20,CHI,30,0,6.6,0.6,1.5,.400,0.2,0.8,.217,0.4,0.7,.591,.456,0.2,0.4,.545,0.2,0.4,0.6,0.3,0.0,0.2,0.2,1.0,1.6
471,Jalen Pickett,SG,24,DEN,16,0,6.1,0.8,1.8,.429,0.4,1.3,.350,0.3,0.5,.625,.554,0.1,0.1,1.000,0.1,0.6,0.7,0.8,0.2,0.0,0.4,0.5,2.1
472,Scotty Pippen Jr.,PG,23,MEM,8,4,22.6,3.5,7.4,.475,1.6,2.9,.565,1.9,4.5,.417,.585,1.9,2.6,.714,1.0,2.4,3.4,4.5,1.0,0.5,1.9,2.6,10.5
473,Mason Plumlee,C,33,LAC,22,9,17.7,2.4,3.5,.667,0.0,0.0,,2.4,3.5,.667,.667,1.7,2.6,.667,1.5,4.4,5.8,1.2,0.3,0.4,0.7,1.5,6.5
474,Brandin Podziemski,SG,20,GSW,45,13,26.1,3.8,8.3,.456,1.2,3.2,.361,2.6,5.1,.515,.525,0.8,1.2,.642,1.5,4.3,5.8,3.7,0.9,0.2,1.3,1.9,9.5
475,Jakob Poeltl,C,28,TOR,43,43,26.7,4.8,7.1,.682,0.0,0.0,,4.8,7.1,.682,.682,1.2,2.2,.548,2.7,5.7,8.4,2.3,0.7,1.5,1.6,3.0,10.9
476,Aleksej Pokusevski,PF,22,OKC,10,0,6.0,0.4,1.6,.250,0.2,1.1,.182,0.2,0.5,.400,.313,0.2,0.4,.500,0.2,0.8,1.0,0.5,0.1,0.1,0.3,0.5,1.2
477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Jordan Poole,SG,24,WAS,51,51,29.1,5.6,14.0,.399,1.9,6.3,.297,3.7,7.7,.482,.466,2.5,2.9,.859,0.4,2.0,2.4,3.6,1.1,0.4,2.1,3.2,15.6
479,Craig Porter Jr.,PG,23,CLE,32,5,14.7,2.6,5.2,.509,0.2,0.7,.333,2.4,4.5,.535,.530,1.0,1.4,.696,0.5,2.0,2.5,2.8,0.5,0.4,1.0,0.9,6.5
480,Jontay Porter,PF,24,TOR,17,5,13.0,1.5,4.1,.371,0.7,2.2,.324,0.8,1.9,.424,.457,0.6,0.7,.917,1.0,2.2,3.2,1.8,0.7,0.6,0.6,1.6,4.4
481,Michael Porter Jr.,SF,25,DEN,53,53,31.5,6.1,13.0,.470,2.7,6.9,.393,3.4,6.1,.557,.574,1.0,1.3,.791,1.3,5.6,7.0,1.4,0.5,0.7,1.1,1.9,15.9
482,Otto Porter Jr.,SF,30,TOR,15,1,11.6,0.9,2.2,.424,0.5,1.5,.348,0.4,0.7,.600,.545,0.2,0.2,1.000,0.4,1.5,1.9,0.5,0.3,0.3,0.1,1.3,2.6
483,Bobby Portis,PF,28,MIL,54,1,23.9,5.1,10.3,.492,1.1,3.0,.380,3.9,7.3,.538,.548,1.3,1.6,.787,1.6,5.3,7.0,1.1,0.8,0.4,1.0,2.5,12.6
484,Kristaps Porziņģis,C,28,BOS,39,39,29.9,6.8,12.9,.529,1.8,5.1,.360,5.0,7.8,.637,.599,4.9,5.8,.845,1.6,5.4,7.0,1.9,0.6,1.9,1.7,2.9,20.4
485,Micah Potter,PF,25,UTA,2,0,3.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
486,Dwight Powell,C,32,DAL,46,8,15.6,1.4,2.0,.710,0.0,0.0,.500,1.4,2.0,.714,.715,1.3,1.8,.728,1.8,2.2,3.9,1.6,0.5,0.4,0.6,2.2,4.2
487,Norman Powell,SG,30,LAC,52,0,25.1,4.7,9.5,.492,2.0,4.6,.445,2.6,4.9,.535,.599,1.9,2.2,.843,0.2,2.4,2.6,1.0,0.5,0.3,0.8,1.8,13.3
488,Jason Preston,PG,24,UTA,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
489,Joshua Primo,SG,21,LAC,1,0,5.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0
490,Taurean Prince,PF,29,LAL,51,47,30.2,3.5,7.9,.436,2.0,5.2,.386,1.5,2.7,.529,.562,0.7,1.0,.735,0.2,2.7,2.9,1.7,0.9,0.5,0.9,2.2,9.6
491,Payton Pritchard,PG,26,BOS,53,0,20.6,2.8,6.6,.428,1.7,4.5,.373,1.2,2.1,.545,.555,0.6,0.7,.811,0.9,2.3,3.2,2.8,0.4,0.1,0.6,1.2,7.8
492,Olivier-Maxence Prosper,PF,21,DAL,29,0,8.6,0.8,2.4,.348,0.3,1.1,.242,0.6,1.2,.444,.406,0.8,1.2,.676,0.6,1.4,2.0,0.7,0.1,0.1,0.1,0.6,2.7
493,Trevelin Queen,SG,26,ORL,12,0,12.9,1.2,3.0,.389,0.3,1.3,.188,0.9,1.7,.550,.431,0.8,1.0,.750,0.3,1.3,1.5,1.5,0.6,0.4,0.6,1.2,3.3
494,Neemias Queta,C,24,BOS,22,0,12.2,2.0,3.4,.608,0.0,0.0,,2.0,3.4,.608,.608,0.7,0.9,.750,1.9,2.5,4.5,0.5,0.4,0.6,0.4,1.9,4.8
495,Immanuel Quickley,SG-PG,24,TOT,49,19,27.1,5.2,12.2,.430,2.3,5.8,.404,2.9,6.4,.454,.526,2.7,3.1,.851,0.2,2.8,3.1,3.7,0.6,0.1,1.1,1.6,15.5
496,Immanuel Quickley,SG,24,NYK,30,0,24.0,5.1,11.2,.454,2.1,5.4,.395,2.9,5.8,.509,.549,2.7,3.1,.872,0.2,2.4,2.6,2.5,0.5,0.1,1.0,1.5,15.0
497,Immanuel Quickley,PG,24,TOR,19,19,31.9,5.5,13.8,.399,2.7,6.5,.415,2.8,7.4,.386,.496,2.6,3.2,.817,0.4,3.5,3.8,5.7,0.7,0.2,1.3,1.8,16.3
498,Lester Quinones,SG,23,GSW,17,0,12.9,1.6,4.2,.389,1.1,2.6,.400,0.6,1.6,.370,.514,0.5,0.7,.667,0.8,1.7,2.5,1.1,0.2,0.1,0.7,1.5,4.8
499,Julius Randle,PF,29,NYK,46,46,35.4,8.6,18.2,.472,1.7,5.3,.311,6.9,12.9,.539,.518,5.1,6.6,.781,2.2,7.0,9.2,5.0,0.5,0.3,3.5,2.7,24.0
500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Duop Reath,C,27,POR,38,11,17.6,3.3,6.9,.485,1.4,3.6,.393,1.9,3.3,.583,.586,1.0,1.3,.760,1.4,2.5,3.8,1.2,0.5,0.5,0.8,2.5,9.1
502,Austin Reaves,SG,25,LAL,54,29,31.0,5.4,11.2,.488,1.7,4.7,.359,3.7,6.4,.582,.564,3.1,3.6,.858,0.7,3.2,3.9,5.4,0.9,0.2,2.1,1.9,15.7
